"Confidence"	"Date"	"geogcode"	"variable"	"value type"	"value"	"flag"
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000010"	"% with RQF2+ - aged 16-64"	"Numerator"	173500	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000010"	"% with RQF2+ - aged 16-64"	"Denominator"	221400	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000010"	"% with RQF2+ - aged 16-64"	"Percent"	78.4	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000010"	"% with RQF2+ - aged 16-64"	"Conf"	6.1	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000010"	"% with RQF1+ - aged 16-64"	"Numerator"	187200	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000010"	"% with RQF1+ - aged 16-64"	"Denominator"	221400	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000010"	"% with RQF1+ - aged 16-64"	"Percent"	84.5	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000010"	"% with RQF1+ - aged 16-64"	"Conf"	5.4	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000011"	"% aged 16-64 who are self employed"	"Numerator"	25800	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000011"	"% aged 16-64 who are self employed"	"Denominator"	202300	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000011"	"% aged 16-64 who are self employed"	"Percent"	12.7	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000011"	"% aged 16-64 who are self employed"	"Conf"	4.4	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000011"	"Unemployment rate - aged 16-64"	"Numerator"	18400	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000011"	"Unemployment rate - aged 16-64"	"Denominator"	153100	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000011"	"Unemployment rate - aged 16-64"	"Percent"	12.0	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000011"	"Unemployment rate - aged 16-64"	"Conf"	4.9	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000011"	"% with RQF4+ - aged 16-64"	"Numerator"	121500	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000011"	"% with RQF4+ - aged 16-64"	"Denominator"	200700	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000011"	"% with RQF4+ - aged 16-64"	"Percent"	60.6	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000011"	"% with RQF4+ - aged 16-64"	"Conf"	6.5	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000011"	"% with RQF3+ - aged 16-64"	"Numerator"	144900	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000011"	"% with RQF3+ - aged 16-64"	"Denominator"	200700	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000011"	"% with RQF3+ - aged 16-64"	"Percent"	72.2	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000011"	"% with RQF3+ - aged 16-64"	"Conf"	5.9	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000011"	"% with RQF2+ - aged 16-64"	"Numerator"	168500	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000011"	"% with RQF2+ - aged 16-64"	"Denominator"	200700	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000011"	"% with RQF2+ - aged 16-64"	"Percent"	84.0	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000011"	"% with RQF2+ - aged 16-64"	"Conf"	4.9	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000011"	"% with RQF1+ - aged 16-64"	"Numerator"	173100	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000011"	"% with RQF1+ - aged 16-64"	"Denominator"	200700	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000011"	"% with RQF1+ - aged 16-64"	"Percent"	86.3	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000011"	"% with RQF1+ - aged 16-64"	"Conf"	4.6	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000012"	"% aged 16-64 who are self employed"	"Numerator"	36300	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000012"	"% aged 16-64 who are self employed"	"Denominator"	217900	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000012"	"% aged 16-64 who are self employed"	"Percent"	16.7	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000012"	"% aged 16-64 who are self employed"	"Conf"	4.8	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000012"	"Unemployment rate - aged 16-64"	"Numerator"	7100	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000012"	"Unemployment rate - aged 16-64"	"Denominator"	185800	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000012"	"Unemployment rate - aged 16-64"	"Percent"	3.8	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000012"	"Unemployment rate - aged 16-64"	"Conf"	*	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000012"	"% with RQF4+ - aged 16-64"	"Numerator"	127300	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000012"	"% with RQF4+ - aged 16-64"	"Denominator"	215900	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000012"	"% with RQF4+ - aged 16-64"	"Percent"	59.0	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000012"	"% with RQF4+ - aged 16-64"	"Conf"	6.4	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000012"	"% with RQF3+ - aged 16-64"	"Numerator"	164200	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000012"	"% with RQF3+ - aged 16-64"	"Denominator"	215900	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000012"	"% with RQF3+ - aged 16-64"	"Percent"	76.0	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000012"	"% with RQF3+ - aged 16-64"	"Conf"	5.6	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000012"	"% with RQF2+ - aged 16-64"	"Numerator"	176800	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000012"	"% with RQF2+ - aged 16-64"	"Denominator"	215900	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000012"	"% with RQF2+ - aged 16-64"	"Percent"	81.9	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000012"	"% with RQF2+ - aged 16-64"	"Conf"	5.0	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000012"	"% with RQF1+ - aged 16-64"	"Numerator"	180600	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000012"	"% with RQF1+ - aged 16-64"	"Denominator"	215900	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000012"	"% with RQF1+ - aged 16-64"	"Percent"	83.7	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000012"	"% with RQF1+ - aged 16-64"	"Conf"	4.8	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000013"	"% aged 16-64 who are self employed"	"Numerator"	14700	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000013"	"% aged 16-64 who are self employed"	"Denominator"	126700	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000013"	"% aged 16-64 who are self employed"	"Percent"	11.6	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000013"	"% aged 16-64 who are self employed"	"Conf"	4.3	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000013"	"Unemployment rate - aged 16-64"	"Numerator"	2100	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000013"	"Unemployment rate - aged 16-64"	"Denominator"	97400	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000013"	"Unemployment rate - aged 16-64"	"Percent"	2.1	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000013"	"Unemployment rate - aged 16-64"	"Conf"	*	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000013"	"% with RQF4+ - aged 16-64"	"Numerator"	90200	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000013"	"% with RQF4+ - aged 16-64"	"Denominator"	123600	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000013"	"% with RQF4+ - aged 16-64"	"Percent"	73.0	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000013"	"% with RQF4+ - aged 16-64"	"Conf"	6.0	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000013"	"% with RQF3+ - aged 16-64"	"Numerator"	100600	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000013"	"% with RQF3+ - aged 16-64"	"Denominator"	123600	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000013"	"% with RQF3+ - aged 16-64"	"Percent"	81.4	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000013"	"% with RQF3+ - aged 16-64"	"Conf"	5.3	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000013"	"% with RQF2+ - aged 16-64"	"Numerator"	111500	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000013"	"% with RQF2+ - aged 16-64"	"Denominator"	123600	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000013"	"% with RQF2+ - aged 16-64"	"Percent"	90.2	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000013"	"% with RQF2+ - aged 16-64"	"Conf"	4.0	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000013"	"% with RQF1+ - aged 16-64"	"Numerator"	113000	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000013"	"% with RQF1+ - aged 16-64"	"Denominator"	123600	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000013"	"% with RQF1+ - aged 16-64"	"Percent"	91.4	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000013"	"% with RQF1+ - aged 16-64"	"Conf"	3.8	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000014"	"% aged 16-64 who are self employed"	"Numerator"	24500	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000014"	"% aged 16-64 who are self employed"	"Denominator"	192300	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000014"	"% aged 16-64 who are self employed"	"Percent"	12.8	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000014"	"% aged 16-64 who are self employed"	"Conf"	4.5	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000014"	"Unemployment rate - aged 16-64"	"Numerator"	2300	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000014"	"Unemployment rate - aged 16-64"	"Denominator"	144600	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000014"	"Unemployment rate - aged 16-64"	"Percent"	1.6	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000014"	"Unemployment rate - aged 16-64"	"Conf"	*	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000014"	"% with RQF4+ - aged 16-64"	"Numerator"	122000	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000014"	"% with RQF4+ - aged 16-64"	"Denominator"	187800	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000014"	"% with RQF4+ - aged 16-64"	"Percent"	64.9	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000014"	"% with RQF4+ - aged 16-64"	"Conf"	6.5	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000014"	"% with RQF3+ - aged 16-64"	"Numerator"	142700	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000014"	"% with RQF3+ - aged 16-64"	"Denominator"	187800	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000014"	"% with RQF3+ - aged 16-64"	"Percent"	76.0	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000014"	"% with RQF3+ - aged 16-64"	"Conf"	5.8	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000014"	"% with RQF2+ - aged 16-64"	"Numerator"	154300	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000014"	"% with RQF2+ - aged 16-64"	"Denominator"	187800	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000014"	"% with RQF2+ - aged 16-64"	"Percent"	82.2	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000014"	"% with RQF2+ - aged 16-64"	"Conf"	5.2	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000014"	"% with RQF1+ - aged 16-64"	"Numerator"	157000	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000014"	"% with RQF1+ - aged 16-64"	"Denominator"	187800	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000014"	"% with RQF1+ - aged 16-64"	"Percent"	83.6	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000014"	"% with RQF1+ - aged 16-64"	"Conf"	5.0	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000015"	"% aged 16-64 who are self employed"	"Numerator"	20500	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000015"	"% aged 16-64 who are self employed"	"Denominator"	159600	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000015"	"% aged 16-64 who are self employed"	"Percent"	12.9	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000015"	"% aged 16-64 who are self employed"	"Conf"	5.1	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000015"	"Unemployment rate - aged 16-64"	"Numerator"	5800	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000015"	"Unemployment rate - aged 16-64"	"Denominator"	127700	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000015"	"Unemployment rate - aged 16-64"	"Percent"	4.5	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000015"	"Unemployment rate - aged 16-64"	"Conf"	*	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000015"	"% with RQF4+ - aged 16-64"	"Numerator"	88800	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000015"	"% with RQF4+ - aged 16-64"	"Denominator"	155600	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000015"	"% with RQF4+ - aged 16-64"	"Percent"	57.1	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000015"	"% with RQF4+ - aged 16-64"	"Conf"	7.7	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000015"	"% with RQF3+ - aged 16-64"	"Numerator"	118400	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000015"	"% with RQF3+ - aged 16-64"	"Denominator"	155600	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000015"	"% with RQF3+ - aged 16-64"	"Percent"	76.0	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000015"	"% with RQF3+ - aged 16-64"	"Conf"	6.6	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000015"	"% with RQF2+ - aged 16-64"	"Numerator"	135700	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000015"	"% with RQF2+ - aged 16-64"	"Denominator"	155600	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000015"	"% with RQF2+ - aged 16-64"	"Percent"	87.2	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000015"	"% with RQF2+ - aged 16-64"	"Conf"	5.2	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000015"	"% with RQF1+ - aged 16-64"	"Numerator"	136600	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000015"	"% with RQF1+ - aged 16-64"	"Denominator"	155600	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000015"	"% with RQF1+ - aged 16-64"	"Percent"	87.8	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000015"	"% with RQF1+ - aged 16-64"	"Conf"	5.1	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000016"	"% aged 16-64 who are self employed"	"Numerator"	14800	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000016"	"% aged 16-64 who are self employed"	"Denominator"	164200	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000016"	"% aged 16-64 who are self employed"	"Percent"	9.0	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000016"	"% aged 16-64 who are self employed"	"Conf"	3.3	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000016"	"Unemployment rate - aged 16-64"	"Numerator"	3600	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000016"	"Unemployment rate - aged 16-64"	"Denominator"	135200	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000016"	"Unemployment rate - aged 16-64"	"Percent"	2.6	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000016"	"Unemployment rate - aged 16-64"	"Conf"	*	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000016"	"% with RQF4+ - aged 16-64"	"Numerator"	74000	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000016"	"% with RQF4+ - aged 16-64"	"Denominator"	155500	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000016"	"% with RQF4+ - aged 16-64"	"Percent"	47.6	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000016"	"% with RQF4+ - aged 16-64"	"Conf"	5.9	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000016"	"% with RQF3+ - aged 16-64"	"Numerator"	108500	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000016"	"% with RQF3+ - aged 16-64"	"Denominator"	155500	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000016"	"% with RQF3+ - aged 16-64"	"Percent"	69.8	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000016"	"% with RQF3+ - aged 16-64"	"Conf"	5.4	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000016"	"% with RQF2+ - aged 16-64"	"Numerator"	136200	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000016"	"% with RQF2+ - aged 16-64"	"Denominator"	155500	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000016"	"% with RQF2+ - aged 16-64"	"Percent"	87.6	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000016"	"% with RQF2+ - aged 16-64"	"Conf"	3.9	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000016"	"% with RQF1+ - aged 16-64"	"Numerator"	142500	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000016"	"% with RQF1+ - aged 16-64"	"Denominator"	155500	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000016"	"% with RQF1+ - aged 16-64"	"Percent"	91.6	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000016"	"% with RQF1+ - aged 16-64"	"Conf"	3.3	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000017"	"% aged 16-64 who are self employed"	"Numerator"	19400	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000017"	"% aged 16-64 who are self employed"	"Denominator"	208500	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000017"	"% aged 16-64 who are self employed"	"Percent"	9.3	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000017"	"% aged 16-64 who are self employed"	"Conf"	4.4	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000017"	"Unemployment rate - aged 16-64"	"Numerator"	6500	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000017"	"Unemployment rate - aged 16-64"	"Denominator"	170800	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000017"	"Unemployment rate - aged 16-64"	"Percent"	3.8	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000017"	"Unemployment rate - aged 16-64"	"Conf"	*	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000017"	"% with RQF4+ - aged 16-64"	"Numerator"	101200	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000017"	"% with RQF4+ - aged 16-64"	"Denominator"	200700	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000017"	"% with RQF4+ - aged 16-64"	"Percent"	50.4	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000017"	"% with RQF4+ - aged 16-64"	"Conf"	7.7	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000017"	"% with RQF3+ - aged 16-64"	"Numerator"	141300	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000017"	"% with RQF3+ - aged 16-64"	"Denominator"	200700	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000017"	"% with RQF3+ - aged 16-64"	"Percent"	70.4	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000017"	"% with RQF3+ - aged 16-64"	"Conf"	7.0	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000017"	"% with RQF2+ - aged 16-64"	"Numerator"	170000	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000017"	"% with RQF2+ - aged 16-64"	"Denominator"	200700	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000017"	"% with RQF2+ - aged 16-64"	"Percent"	84.7	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000017"	"% with RQF2+ - aged 16-64"	"Conf"	5.5	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000017"	"% with RQF1+ - aged 16-64"	"Numerator"	173800	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000017"	"% with RQF1+ - aged 16-64"	"Denominator"	200700	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000017"	"% with RQF1+ - aged 16-64"	"Percent"	86.6	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000017"	"% with RQF1+ - aged 16-64"	"Conf"	5.2	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000018"	"% aged 16-64 who are self employed"	"Numerator"	14800	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000018"	"% aged 16-64 who are self employed"	"Denominator"	183500	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000018"	"% aged 16-64 who are self employed"	"Percent"	8.1	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000018"	"% aged 16-64 who are self employed"	"Conf"	4.3	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000018"	"Unemployment rate - aged 16-64"	"Numerator"	!	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000018"	"Unemployment rate - aged 16-64"	"Denominator"	132500	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000018"	"Unemployment rate - aged 16-64"	"Percent"	!	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000018"	"Unemployment rate - aged 16-64"	"Conf"	!	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000018"	"% with RQF4+ - aged 16-64"	"Numerator"	111200	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000018"	"% with RQF4+ - aged 16-64"	"Denominator"	180100	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000018"	"% with RQF4+ - aged 16-64"	"Percent"	61.7	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000018"	"% with RQF4+ - aged 16-64"	"Conf"	7.7	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000018"	"% with RQF3+ - aged 16-64"	"Numerator"	146400	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000018"	"% with RQF3+ - aged 16-64"	"Denominator"	180100	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000018"	"% with RQF3+ - aged 16-64"	"Percent"	81.3	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000018"	"% with RQF3+ - aged 16-64"	"Conf"	6.2	""
