"Population"	"Units"	"Date"	"geogcode"	"Industry (current)"	"value type"	"value"	"flag"
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000055"	"L: Real estate activities"	"number"	1456	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000055"	"L: Real estate activities"	"%"	1.6	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000055"	"M: Professional, scientific and technical activities"	"number"	5704	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000055"	"M: Professional, scientific and technical activities"	"%"	6.3	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000055"	"N: Administrative and support service activities"	"number"	4643	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000055"	"N: Administrative and support service activities"	"%"	5.1	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000055"	"O: Public administration and defence; compulsory social security"	"number"	5335	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000055"	"O: Public administration and defence; compulsory social security"	"%"	5.9	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000055"	"P: Education"	"number"	9795	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000055"	"P: Education"	"%"	10.8	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000055"	"Q: Human health and social work activities"	"number"	12858	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000055"	"Q: Human health and social work activities"	"%"	14.2	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000055"	"R, S, T, U Other"	"number"	3508	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000055"	"R, S, T, U Other"	"%"	3.9	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000056"	"Total: All usual residents aged 16 years and over in employment the week before the census"	"number"	151074	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000056"	"Total: All usual residents aged 16 years and over in employment the week before the census"	"%"	100.0	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000056"	"A: Agriculture, Forestry and fishing"	"number"	1009	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000056"	"A: Agriculture, Forestry and fishing"	"%"	0.7	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000056"	"B: Mining and quarrying"	"number"	77	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000056"	"B: Mining and quarrying"	"%"	0.1	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000056"	"C: Manufacturing"	"number"	11657	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000056"	"C: Manufacturing"	"%"	7.7	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000056"	"D: Electricity, gas, steam and air conditioning supply"	"number"	581	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000056"	"D: Electricity, gas, steam and air conditioning supply"	"%"	0.4	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000056"	"E:  Water supply; Sewerage, Waste management and Remediation activities"	"number"	955	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000056"	"E:  Water supply; Sewerage, Waste management and Remediation activities"	"%"	0.6	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000056"	"F: Construction"	"number"	17088	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000056"	"F: Construction"	"%"	11.3	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000056"	"G: Wholesale and retail trade; repair of motor vehicles and motorcycles"	"number"	23691	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000056"	"G: Wholesale and retail trade; repair of motor vehicles and motorcycles"	"%"	15.7	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000056"	"H: Transport and storage"	"number"	7887	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000056"	"H: Transport and storage"	"%"	5.2	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000056"	"I: Accommodation and food service activities"	"number"	5959	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000056"	"I: Accommodation and food service activities"	"%"	3.9	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000056"	"J: Information and communication"	"number"	7247	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000056"	"J: Information and communication"	"%"	4.8	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000056"	"K: Financial and insurance activities"	"number"	4547	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000056"	"K: Financial and insurance activities"	"%"	3.0	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000056"	"L: Real estate activities"	"number"	2726	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000056"	"L: Real estate activities"	"%"	1.8	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000056"	"M: Professional, scientific and technical activities"	"number"	9577	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000056"	"M: Professional, scientific and technical activities"	"%"	6.3	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000056"	"N: Administrative and support service activities"	"number"	8387	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000056"	"N: Administrative and support service activities"	"%"	5.6	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000056"	"O: Public administration and defence; compulsory social security"	"number"	9697	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000056"	"O: Public administration and defence; compulsory social security"	"%"	6.4	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000056"	"P: Education"	"number"	15624	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000056"	"P: Education"	"%"	10.3	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000056"	"Q: Human health and social work activities"	"number"	17000	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000056"	"Q: Human health and social work activities"	"%"	11.3	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000056"	"R, S, T, U Other"	"number"	7365	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000056"	"R, S, T, U Other"	"%"	4.9	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000008"	"Total: All usual residents aged 16 years and over in employment the week before the census"	"number"	70603	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000008"	"Total: All usual residents aged 16 years and over in employment the week before the census"	"%"	100.0	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000008"	"A: Agriculture, Forestry and fishing"	"number"	177	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000008"	"A: Agriculture, Forestry and fishing"	"%"	0.3	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000008"	"B: Mining and quarrying"	"number"	46	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000008"	"B: Mining and quarrying"	"%"	0.1	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000008"	"C: Manufacturing"	"number"	3853	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000008"	"C: Manufacturing"	"%"	5.5	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000008"	"D: Electricity, gas, steam and air conditioning supply"	"number"	157	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000008"	"D: Electricity, gas, steam and air conditioning supply"	"%"	0.2	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000008"	"E:  Water supply; Sewerage, Waste management and Remediation activities"	"number"	212	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000008"	"E:  Water supply; Sewerage, Waste management and Remediation activities"	"%"	0.3	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000008"	"F: Construction"	"number"	2468	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000008"	"F: Construction"	"%"	3.5	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000008"	"G: Wholesale and retail trade; repair of motor vehicles and motorcycles"	"number"	6076	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000008"	"G: Wholesale and retail trade; repair of motor vehicles and motorcycles"	"%"	8.6	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000008"	"H: Transport and storage"	"number"	1652	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000008"	"H: Transport and storage"	"%"	2.3	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000008"	"I: Accommodation and food service activities"	"number"	3653	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000008"	"I: Accommodation and food service activities"	"%"	5.2	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000008"	"J: Information and communication"	"number"	7118	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000008"	"J: Information and communication"	"%"	10.1	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000008"	"K: Financial and insurance activities"	"number"	1062	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000008"	"K: Financial and insurance activities"	"%"	1.5	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000008"	"L: Real estate activities"	"number"	686	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000008"	"L: Real estate activities"	"%"	1.0	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000008"	"M: Professional, scientific and technical activities"	"number"	10027	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000008"	"M: Professional, scientific and technical activities"	"%"	14.2	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000008"	"N: Administrative and support service activities"	"number"	2663	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000008"	"N: Administrative and support service activities"	"%"	3.8	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000008"	"O: Public administration and defence; compulsory social security"	"number"	1982	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000008"	"O: Public administration and defence; compulsory social security"	"%"	2.8	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000008"	"P: Education"	"number"	15145	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000008"	"P: Education"	"%"	21.5	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000008"	"Q: Human health and social work activities"	"number"	10671	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000008"	"Q: Human health and social work activities"	"%"	15.1	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000008"	"R, S, T, U Other"	"number"	2955	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000008"	"R, S, T, U Other"	"%"	4.2	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000009"	"Total: All usual residents aged 16 years and over in employment the week before the census"	"number"	44688	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000009"	"Total: All usual residents aged 16 years and over in employment the week before the census"	"%"	100.0	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000009"	"A: Agriculture, Forestry and fishing"	"number"	1296	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000009"	"A: Agriculture, Forestry and fishing"	"%"	2.9	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000009"	"B: Mining and quarrying"	"number"	64	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000009"	"B: Mining and quarrying"	"%"	0.1	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000009"	"C: Manufacturing"	"number"	3884	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000009"	"C: Manufacturing"	"%"	8.7	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000009"	"D: Electricity, gas, steam and air conditioning supply"	"number"	163	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000009"	"D: Electricity, gas, steam and air conditioning supply"	"%"	0.4	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000009"	"E:  Water supply; Sewerage, Waste management and Remediation activities"	"number"	321	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000009"	"E:  Water supply; Sewerage, Waste management and Remediation activities"	"%"	0.7	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000009"	"F: Construction"	"number"	4292	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000009"	"F: Construction"	"%"	9.6	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000009"	"G: Wholesale and retail trade; repair of motor vehicles and motorcycles"	"number"	5751	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000009"	"G: Wholesale and retail trade; repair of motor vehicles and motorcycles"	"%"	12.9	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000009"	"H: Transport and storage"	"number"	1748	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000009"	"H: Transport and storage"	"%"	3.9	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000009"	"I: Accommodation and food service activities"	"number"	1484	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000009"	"I: Accommodation and food service activities"	"%"	3.3	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000009"	"J: Information and communication"	"number"	2684	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000009"	"J: Information and communication"	"%"	6.0	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000009"	"K: Financial and insurance activities"	"number"	826	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000009"	"K: Financial and insurance activities"	"%"	1.8	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000009"	"L: Real estate activities"	"number"	639	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000009"	"L: Real estate activities"	"%"	1.4	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000009"	"M: Professional, scientific and technical activities"	"number"	4185	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000009"	"M: Professional, scientific and technical activities"	"%"	9.4	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000009"	"N: Administrative and support service activities"	"number"	2205	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000009"	"N: Administrative and support service activities"	"%"	4.9	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000009"	"O: Public administration and defence; compulsory social security"	"number"	1926	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000009"	"O: Public administration and defence; compulsory social security"	"%"	4.3	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000009"	"P: Education"	"number"	5562	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000009"	"P: Education"	"%"	12.4	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000009"	"Q: Human health and social work activities"	"number"	5284	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000009"	"Q: Human health and social work activities"	"%"	11.8	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000009"	"R, S, T, U Other"	"number"	2374	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000009"	"R, S, T, U Other"	"%"	5.3	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000010"	"Total: All usual residents aged 16 years and over in employment the week before the census"	"number"	47111	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000010"	"Total: All usual residents aged 16 years and over in employment the week before the census"	"%"	100.0	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000010"	"A: Agriculture, Forestry and fishing"	"number"	1295	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000010"	"A: Agriculture, Forestry and fishing"	"%"	2.7	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000010"	"B: Mining and quarrying"	"number"	30	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000010"	"B: Mining and quarrying"	"%"	0.1	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000010"	"C: Manufacturing"	"number"	6459	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000010"	"C: Manufacturing"	"%"	13.7	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000010"	"D: Electricity, gas, steam and air conditioning supply"	"number"	262	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000010"	"D: Electricity, gas, steam and air conditioning supply"	"%"	0.6	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000010"	"E:  Water supply; Sewerage, Waste management and Remediation activities"	"number"	515	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000010"	"E:  Water supply; Sewerage, Waste management and Remediation activities"	"%"	1.1	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000010"	"F: Construction"	"number"	5137	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000010"	"F: Construction"	"%"	10.9	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000010"	"G: Wholesale and retail trade; repair of motor vehicles and motorcycles"	"number"	8070	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000010"	"G: Wholesale and retail trade; repair of motor vehicles and motorcycles"	"%"	17.1	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000010"	"H: Transport and storage"	"number"	2862	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000010"	"H: Transport and storage"	"%"	6.1	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000010"	"I: Accommodation and food service activities"	"number"	1653	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000010"	"I: Accommodation and food service activities"	"%"	3.5	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000010"	"J: Information and communication"	"number"	1127	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000010"	"J: Information and communication"	"%"	2.4	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000010"	"K: Financial and insurance activities"	"number"	859	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000010"	"K: Financial and insurance activities"	"%"	1.8	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000010"	"L: Real estate activities"	"number"	520	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000010"	"L: Real estate activities"	"%"	1.1	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000010"	"M: Professional, scientific and technical activities"	"number"	2057	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000010"	"M: Professional, scientific and technical activities"	"%"	4.4	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000010"	"N: Administrative and support service activities"	"number"	2805	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000010"	"N: Administrative and support service activities"	"%"	6.0	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000010"	"O: Public administration and defence; compulsory social security"	"number"	2548	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000010"	"O: Public administration and defence; compulsory social security"	"%"	5.4	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000010"	"P: Education"	"number"	3487	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000010"	"P: Education"	"%"	7.4	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000010"	"Q: Human health and social work activities"	"number"	5683	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000010"	"Q: Human health and social work activities"	"%"	12.1	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000010"	"R, S, T, U Other"	"number"	1742	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000010"	"R, S, T, U Other"	"%"	3.7	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000011"	"Total: All usual residents aged 16 years and over in employment the week before the census"	"number"	91401	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000011"	"Total: All usual residents aged 16 years and over in employment the week before the census"	"%"	100.0	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000011"	"A: Agriculture, Forestry and fishing"	"number"	1105	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000011"	"A: Agriculture, Forestry and fishing"	"%"	1.2	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000011"	"B: Mining and quarrying"	"number"	59	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000011"	"B: Mining and quarrying"	"%"	0.1	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000011"	"C: Manufacturing"	"number"	9208	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000011"	"C: Manufacturing"	"%"	10.1	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000011"	"D: Electricity, gas, steam and air conditioning supply"	"number"	359	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000011"	"D: Electricity, gas, steam and air conditioning supply"	"%"	0.4	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000011"	"E:  Water supply; Sewerage, Waste management and Remediation activities"	"number"	1039	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000011"	"E:  Water supply; Sewerage, Waste management and Remediation activities"	"%"	1.1	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000011"	"F: Construction"	"number"	8163	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000011"	"F: Construction"	"%"	8.9	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000011"	"G: Wholesale and retail trade; repair of motor vehicles and motorcycles"	"number"	13170	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000011"	"G: Wholesale and retail trade; repair of motor vehicles and motorcycles"	"%"	14.4	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000011"	"H: Transport and storage"	"number"	3545	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000011"	"H: Transport and storage"	"%"	3.9	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000011"	"I: Accommodation and food service activities"	"number"	3522	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000011"	"I: Accommodation and food service activities"	"%"	3.9	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000011"	"J: Information and communication"	"number"	4871	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000011"	"J: Information and communication"	"%"	5.3	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000011"	"K: Financial and insurance activities"	"number"	2318	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000011"	"K: Financial and insurance activities"	"%"	2.5	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000011"	"L: Real estate activities"	"number"	1391	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000011"	"L: Real estate activities"	"%"	1.5	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000011"	"M: Professional, scientific and technical activities"	"number"	6548	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000011"	"M: Professional, scientific and technical activities"	"%"	7.2	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000011"	"N: Administrative and support service activities"	"number"	4630	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000011"	"N: Administrative and support service activities"	"%"	5.1	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000011"	"O: Public administration and defence; compulsory social security"	"number"	6774	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000011"	"O: Public administration and defence; compulsory social security"	"%"	7.4	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000011"	"P: Education"	"number"	8554	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000011"	"P: Education"	"%"	9.4	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000011"	"Q: Human health and social work activities"	"number"	12107	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000011"	"Q: Human health and social work activities"	"%"	13.2	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000011"	"R, S, T, U Other"	"number"	4038	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000011"	"R, S, T, U Other"	"%"	4.4	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000012"	"Total: All usual residents aged 16 years and over in employment the week before the census"	"number"	82268	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000012"	"Total: All usual residents aged 16 years and over in employment the week before the census"	"%"	100.0	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000012"	"A: Agriculture, Forestry and fishing"	"number"	1015	""
